DATETIME,MARK,LATITUDE_deg,LONGITUDE_deg,TWD_deg,TWS_km_h_1
2025-01-19 03:07:25+00:00,LG1,-36.835032552480705,174.75515831820672,67.94042786950286,28.484999999999996
2025-01-19 03:07:26+00:00,LG1,-36.83502719644457,174.75515993591418,67.69817194128238,28.39356
2025-01-19 03:07:27+00:00,LG1,-36.83502584695816,174.75515724532298,66.88076418347728,28.56096
2025-01-19 03:07:28+00:00,LG1,-36.83502721320838,174.7551544457674,65.95348979155857,28.703520000000005
2025-01-19 03:07:29+00:00,LG1,-36.83502889797091,174.7551476061345,65.12674336985381,28.686240000000005
2025-01-19 03:07:30+00:00,LG1,-36.83503143768757,174.7551448401063,64.34449293496505,28.81404
2025-01-19 03:07:31+00:00,LG1,-36.83503329847008,174.7551480419932,63.617725150303656,28.909799999999997
2025-01-19 03:07:32+00:00,LG1,-36.835035754367716,174.75514860358075,63.41996520889919,28.914120000000004
2025-01-19 03:07:33+00:00,LG1,-36.83503798395397,174.7551511013881,63.98907437360758,29.012399999999996
2025-01-19 03:07:34+00:00,LG1,-36.83503732178358,174.7551554935052,64.5235755485702,29.072159999999997
2025-01-19 03:07:35+00:00,LG1,-36.83503395225853,174.75515796616682,64.74825281533249,29.089080000000003
2025-01-19 03:07:36+00:00,LG1,-36.83503127004952,174.7551586786283,64.09125034333323,29.11932
2025-01-19 03:07:37+00:00,LG1,-36.83503002114591,174.75515744648897,63.53093050935392,29.128680000000003
2025-01-19 03:07:38+00:00,LG1,-36.83503031451253,174.75515840202578,63.176610614337605,29.60496
2025-01-19 03:07:39+00:00,LG1,-36.83503077551724,174.7551603717731,63.04147465437787,30.184200000000004
2025-01-19 03:07:40+00:00,LG1,-36.83503116946668,174.75515835173428,63.22769859920044,31.309559999999994
2025-01-19 03:07:41+00:00,LG1,-36.835031873546534,174.755156633444,63.628711813715015,31.185719999999996
2025-01-19 03:07:42+00:00,LG1,-36.835031957365565,174.755158888176,64.19397564622946,31.04784
2025-01-19 03:07:43+00:00,LG1,-36.83503128681333,174.75515997782378,64.65431684316539,30.98592
2025-01-19 03:07:44+00:00,LG1,-36.83502946794033,174.75516118481735,64.93942075869015,30.94812
2025-01-19 03:07:45+00:00,LG1,-36.83502717968076,174.7551609836518,64.96688741721854,30.911400000000004
2025-01-19 03:07:46+00:00,LG1,-36.83502558711917,174.7551603298636,64.8202154606769,30.920400000000008
2025-01-19 03:07:47+00:00,LG1,-36.83502314798534,174.75516224093738,64.71254615924559,30.976919999999996
2025-01-19 03:07:48+00:00,LG1,-36.835021614097045,174.75516252592215,64.56587420270394,31.033799999999996
2025-01-19 03:07:49+00:00,LG1,-36.8350191246718,174.75516032148147,64.42414624469741,31.168799999999997
2025-01-19 03:07:50+00:00,LG1,-36.83501660171895,174.7551589133215,64.3488876003296,31.5756
2025-01-19 03:07:51+00:00,LG1,-36.83501526899636,174.7551598018036,64.20221564378795,32.616
2025-01-19 03:07:52+00:00,LG1,-36.83501413743943,174.7551603130997,64.1154210028382,33.62903999999999
2025-01-19 03:07:53+00:00,LG1,-36.83501254487782,174.75515652447942,64.21265297402874,34.534079999999996
2025-01-19 03:07:54+00:00,LG1,-36.835012377239785,174.7551533561198,64.53511154515212,34.28171999999999
2025-01-19 03:07:55+00:00,LG1,-36.83501317352055,174.7551552252843,64.88943144016847,33.983999999999995
2025-01-19 03:07:56+00:00,LG1,-36.83501261193306,174.75515827629712,65.10202337717826,33.84648
2025-01-19 03:07:57+00:00,LG1,-36.83501107804475,174.7551574883985,65.09323404644917,33.73595999999999
2025-01-19 03:07:58+00:00,LG1,-36.83501126244664,174.75515653286087,64.94491409039583,33.49044
2025-01-19 03:07:59+00:00,LG1,-36.83501258678733,174.7551563316953,64.77901547288431,33.24888
2025-01-19 03:08:00+00:00,LG1,-36.835011932998896,174.75515428651119,64.62025818659015,33.20316
2025-01-19 03:08:01+00:00,LG1,-36.83501387760043,174.7551499614492,64.47578356273081,33.2514
